#products 15
1 3 1353 416 928 9 208 320 0 0 256 0 208 352 248.00 297.00 208.00 6.21 1 1 1 1 0 0 1
2 3 1358 624 720 14 416 240 0 208 224 0 0 256 248.00 297.00 208.00 7.62 1 1 1 1 0 0 2
3 3 1548 1040 496 12 208 224 0 208 96 0 624 176 248.00 297.00 208.00 7.62 1 1 1 1 0 0 3
4 3 3272 832 2432 8 416 816 0 208 624 0 208 992 248.00 297.00 208.00 7.14 1 1 1 1 0 0 4
5 3 2702 1872 816 14 288 192 0 576 384 0 1008 240 192.00 241.00 301.00 5.99 1 1 1 1 0 0 5
6 3 1251 832 416 3 208 96 0 208 176 0 416 144 243.00 297.00 198.00 5.99 1 1 1 1 0 0 6
7 3 1638 832 800 6 416 192 0 208 176 0 208 432 243.00 297.00 198.00 5.99 1 1 1 1 0 0 7
8 3 193 0 192 1 0 80 0 0 48 0 0 64 243.00 297.00 198.00 5.99 1 1 1 1 0 0 8
9 3 972 416 544 12 0 96 0 416 176 0 0 272 243.00 297.00 198.00 5.99 1 1 1 1 0 0 9
10 3 484 208 272 4 208 48 0 0 128 0 0 96 243.00 297.00 198.00 5.99 1 1 1 1 0 0 10
11 3 1070 624 432 14 208 144 0 416 192 0 0 96 243.00 297.00 198.00 5.99 1 1 1 1 0 0 11
12 3 580 0 576 4 0 224 0 0 208 0 0 144 243.00 297.00 198.00 5.99 1 1 1 1 0 0 12
13 3 1644 416 1216 12 208 368 0 0 496 0 208 352 243.00 297.00 198.00 5.99 1 1 1 1 0 0 13
14 3 587 208 368 11 0 112 0 208 96 0 0 160 243.00 297.00 198.00 5.99 1 1 1 1 0 0 14
15 3 972 416 544 12 208 176 0 208 176 0 0 192 248.00 297.00 208.00 7.30 1 1 1 1 0 0 15
#layers 15
1 990.60 1187.40 207.80 99.28 0 16 13 1
2 990.60 1187.40 207.80 121.92 0 16 13 2
3 990.60 1187.40 207.80 121.92 0 16 13 3
4 990.60 1187.40 207.80 114.30 0 16 13 4
5 965.20 1206.50 301.50 95.79 0 16 9 5
6 971.60 1187.40 198.40 95.79 0 16 13 6
7 971.60 1187.40 198.40 95.79 0 16 13 7
8 971.60 1187.40 198.40 95.79 0 16 13 8
9 971.60 1187.40 198.40 95.79 0 16 13 9
10 971.60 1187.40 198.40 95.79 0 16 13 10
11 971.60 1187.40 198.40 95.79 0 16 13 11
12 971.60 1187.40 198.40 95.79 0 16 13 12
13 971.60 1187.40 198.40 95.79 0 16 13 13
14 971.60 1187.40 198.40 95.79 0 16 13 14
15 990.60 1187.40 207.80 116.85 0 16 13 15
#pallets 1
1 965.00 1168.00 0.00 0.00 
#trucks 1
1 2572.00 16015.00 2743.00 20502.36 914 11176 10296.54 10205.82
