#products 16
1 3 139 0 132 7 0 48 0 0 12 0 0 72 267.00 356.00 116.00 7.43 1 1 1 1 0 0 1
2 3 1462 528 924 10 264 300 0 264 288 0 0 336 267.00 356.00 116.00 7.53 1 1 1 1 0 0 2
3 3 3705 1848 1848 9 528 684 0 792 456 0 528 708 267.00 356.00 116.00 7.43 1 1 1 1 0 0 3
4 3 1854 1056 792 6 528 240 0 0 228 0 528 324 267.00 356.00 116.00 7.43 1 1 1 1 0 0 4
5 3 2650 792 1848 10 264 420 0 264 624 0 264 804 267.00 356.00 116.00 7.43 1 1 1 1 0 0 5
6 3 2642 1848 792 2 1320 192 0 0 360 0 528 240 267.00 356.00 116.00 7.53 1 1 1 1 0 0 6
7 3 2644 1848 792 4 792 288 0 792 276 0 264 228 267.00 356.00 116.00 7.43 1 1 1 1 0 0 7
8 3 793 264 528 1 264 156 0 0 168 0 0 204 267.00 356.00 116.00 7.43 1 1 1 1 0 0 8
9 3 1065 528 528 9 264 168 0 264 144 0 0 216 267.00 356.00 116.00 7.43 1 1 1 1 0 0 9
10 3 1059 528 528 3 0 216 0 264 204 0 264 108 267.00 356.00 116.00 7.43 1 1 1 1 0 0 10
11 3 1198 792 396 10 264 132 0 0 108 0 528 156 267.00 356.00 116.00 7.53 1 1 1 1 0 0 11
12 3 531 0 528 3 0 228 0 0 204 0 0 96 267.00 356.00 116.00 7.53 1 1 1 1 0 0 12
13 3 2649 792 1848 9 528 648 0 264 600 0 0 600 267.00 356.00 116.00 7.43 1 1 1 1 0 0 13
14 3 1328 528 792 8 0 300 0 528 240 0 0 252 267.00 356.00 116.00 7.46 1 1 1 1 0 0 14
15 3 2649 1320 1320 9 528 444 0 528 480 0 264 396 267.00 356.00 116.00 7.43 1 1 1 1 0 0 15
16 3 972 240 720 12 240 260 0 0 260 0 0 200 243.00 254.00 206.00 3.22 1 1 1 1 0 0 16
#layers 16
1 977.90 1244.60 115.80 89.21 0 12 22 1
2 977.90 1244.60 115.80 90.41 0 12 22 2
3 977.90 1244.60 115.80 89.21 0 12 22 3
4 977.90 1244.60 115.80 89.21 0 12 22 4
5 977.90 1244.60 115.80 89.21 0 12 22 5
6 977.90 1244.60 115.80 90.41 0 12 22 6
7 977.90 1244.60 115.80 89.21 0 12 22 7
8 977.90 1244.60 115.80 89.21 0 12 22 8
9 977.90 1244.60 115.80 89.21 0 12 22 9
10 977.90 1244.60 115.80 89.21 0 12 22 10
11 977.90 1244.60 115.80 90.41 0 12 22 11
12 977.90 1244.60 115.90 90.41 0 12 22 12
13 977.90 1244.60 115.80 89.21 0 12 22 13
14 977.90 1244.60 115.80 89.54 0 12 22 14
15 977.90 1244.60 115.90 89.21 0 12 22 15
16 1016.00 1214.40 206.20 64.32 0 20 12 16
#pallets 1
1 1016.00 1219.00 146.00 29.03 
#trucks 1
1 2572.00 16015.00 2743.00 20955.95 914 11176 10523.33 10432.62
