#products 11
1 3 5287 2112 3168 7 1320 1104 0 0 852 0 792 1212 267.00 356.00 116.00 7.43 1 0 0 1 0 0 1
2 3 538 264 264 10 0 96 0 0 48 0 264 120 267.00 356.00 116.00 7.59 1 0 0 1 0 0 2
3 3 273 0 264 9 0 84 0 0 84 0 0 96 267.00 356.00 116.00 7.53 1 0 0 1 0 0 3
4 3 10566 3168 7392 6 264 2244 0 1584 2556 0 1320 2592 267.00 356.00 116.00 7.43 1 0 0 1 0 0 4
5 3 2650 1848 792 10 528 300 0 0 240 0 1320 252 267.00 356.00 116.00 7.43 1 0 0 1 0 0 5
6 3 2642 1848 792 2 264 324 0 528 288 0 1056 180 267.00 356.00 116.00 7.43 1 0 0 1 0 0 6
7 3 2644 1584 1056 4 792 300 0 528 372 0 264 384 267.00 356.00 116.00 7.43 1 0 0 1 0 0 7
8 3 2113 1056 1056 1 792 468 0 264 336 0 0 252 267.00 356.00 116.00 7.43 1 0 0 1 0 0 8
9 3 1065 528 528 9 0 240 0 264 168 0 264 120 267.00 356.00 116.00 7.53 1 0 0 1 0 0 9
10 3 1323 792 528 3 528 192 0 0 192 0 264 144 267.00 356.00 116.00 7.43 1 0 0 1 0 0 10
11 3 3236 680 2520 36 0 720 0 0 760 0 680 1040 121.00 248.00 149.00 1.15 1 0 0 1 0 0 11
#layers 11
1 977.90 1244.60 115.80 89.21 0 12 22 1
2 977.90 1244.60 115.80 91.12 0 12 22 2
3 977.90 1244.60 115.80 90.41 0 12 22 3
4 977.90 1244.60 115.80 89.21 0 12 22 4
5 977.90 1244.60 115.80 89.21 0 12 22 5
6 977.90 1244.60 115.80 89.21 0 12 22 6
7 977.90 1244.60 115.80 89.21 0 12 22 7
8 977.90 1244.60 115.80 89.21 0 12 22 8
9 977.90 1244.60 115.80 90.41 0 12 22 9
10 977.90 1244.60 115.80 89.21 0 12 22 10
11 990.60 1219.20 149.10 46.08 0 40 17 11
#pallets 1
1 1016.00 1219.00 146.00 29.03 
#trucks 1
1 2572.00 16015.00 2743.00 20955.95 914 11176 10523.33 10432.62
