#products 142
1 1 195 0 192 3 0 42 0 0 60 0 0 90 398.00 459.00 157.00 4.33 1 1 1 1 0 0 1
2 1 419 112 301 6 112 98 0 0 84 0 0 119 338.00 487.00 157.00 4.08 1 1 1 1 0 0 2
3 1 585 384 192 9 192 72 0 0 60 0 192 60 292.00 337.00 159.00 3.82 1 1 1 1 0 0 3
4 1 634 117 513 4 117 198 0 0 126 0 0 189 279.00 419.00 191.00 18.51 1 1 1 1 0 0 4
5 1 368 216 144 8 0 54 0 72 36 0 144 54 327.00 398.00 300.00 5.71 1 1 1 1 0 0 5
6 1 513 0 510 3 0 34 0 0 187 0 0 289 233.00 308.00 116.00 6.19 1 1 1 1 0 0 6
7 1 326 168 156 2 42 48 0 84 48 0 42 60 400.00 495.00 343.00 10.25 1 1 1 1 0 0 7
8 1 411 0 408 3 0 102 0 0 204 0 0 102 140.00 244.00 210.00 0.95 1 1 1 1 0 0 8
9 1 396 0 384 12 0 128 0 0 144 0 0 112 254.00 298.00 155.00 2.07 1 1 1 1 0 0 9
10 1 345 0 340 5 0 68 0 0 170 0 0 102 233.00 308.00 116.00 6.19 1 1 1 1 0 0 10
11 1 355 0 340 15 0 68 0 0 136 0 0 136 233.00 308.00 116.00 6.19 1 1 1 1 0 0 11
12 1 326 216 108 2 0 36 0 108 18 0 108 54 338.00 406.00 210.00 3.63 1 1 1 1 0 0 12
13 1 328 0 320 8 0 160 0 0 100 0 0 60 292.00 397.00 155.00 2.74 1 1 1 1 0 0 13
14 1 308 0 294 14 0 105 0 0 105 0 0 84 211.00 279.00 86.00 3.56 1 1 1 1 0 0 14
15 1 295 81 207 7 0 81 0 81 63 0 0 63 327.00 398.00 273.00 6.99 1 1 1 1 0 0 15
16 1 284 112 168 4 0 42 0 0 49 0 112 77 338.00 487.00 157.00 5.09 1 1 1 1 0 0 16
17 1 273 0 264 9 0 84 0 0 48 0 0 132 267.00 356.00 116.00 7.59 1 1 1 1 0 0 17
18 1 274 0 264 10 0 96 0 0 108 0 0 60 267.00 356.00 116.00 7.53 1 1 1 1 0 0 18
19 1 262 0 256 6 0 48 0 0 64 0 0 144 254.00 298.00 155.00 2.07 1 1 1 1 0 0 19
20 1 252 0 252 0 0 90 0 0 81 0 0 81 327.00 398.00 273.00 5.44 1 1 1 1 0 0 20
21 1 241 0 240 1 0 112 0 0 64 0 0 64 245.00 305.00 226.00 3.84 1 1 1 1 0 0 21
22 1 247 0 240 7 0 90 0 0 100 0 0 50 292.00 397.00 155.00 2.74 1 1 1 1 0 0 22
23 1 233 0 224 9 0 96 0 0 64 0 0 64 254.00 295.00 165.00 3.45 1 1 1 1 0 0 23
24 1 216 81 135 0 0 63 0 0 27 0 81 45 327.00 398.00 273.00 6.28 1 1 1 1 0 0 24
25 1 219 48 168 3 0 42 0 48 48 0 0 78 400.00 495.00 318.00 7.17 1 1 1 1 0 0 25
26 1 223 81 135 7 81 54 0 0 27 0 0 54 327.00 398.00 273.00 7.17 1 1 1 1 0 0 26
27 1 224 0 216 8 0 48 0 0 48 0 0 120 284.00 333.00 178.00 2.66 1 1 1 1 0 0 27
28 1 221 108 108 5 0 45 0 0 27 0 108 36 338.00 406.00 210.00 3.63 1 1 1 1 0 0 28
29 1 224 108 108 8 0 27 0 0 45 0 108 36 338.00 406.00 210.00 3.63 1 1 1 1 0 0 29
30 1 224 0 204 20 0 102 0 0 68 0 0 34 140.00 244.00 210.00 0.98 1 1 1 1 0 0 30
31 1 206 0 200 6 0 100 0 0 80 0 0 20 208.00 279.00 114.00 4.15 1 1 1 1 0 0 31
32 1 201 0 200 1 0 70 0 0 40 0 0 90 281.00 371.00 230.00 3.77 1 1 1 1 0 0 32
33 1 196 0 192 4 0 64 0 0 64 0 0 64 254.00 295.00 165.00 3.14 1 1 1 1 0 0 33
34 1 193 0 192 1 0 80 0 0 48 0 0 64 251.00 305.00 200.00 2.99 1 1 1 1 0 0 34
35 1 203 0 192 11 0 48 0 0 96 0 0 48 251.00 305.00 200.00 2.99 1 1 1 1 0 0 35
36 1 200 0 192 8 0 48 0 0 16 0 0 128 251.00 305.00 200.00 2.99 1 1 1 1 0 0 36
37 1 202 0 192 10 0 72 0 0 96 0 0 24 292.00 337.00 159.00 4.08 1 1 1 1 0 0 37
38 1 194 0 192 2 0 72 0 0 84 0 0 36 292.00 337.00 159.00 3.88 1 1 1 1 0 0 38
39 1 201 0 192 9 0 84 0 0 48 0 0 60 292.00 337.00 159.00 3.88 1 1 1 1 0 0 39
40 1 198 0 192 6 0 32 0 0 80 0 0 80 254.00 295.00 165.00 3.45 1 1 1 1 0 0 40
41 1 194 0 192 2 0 80 0 0 48 0 0 64 305.00 467.00 152.00 16.56 1 1 1 1 0 0 41
42 1 186 81 99 6 81 18 0 0 36 0 0 45 332.00 398.00 273.00 5.17 1 1 1 1 0 0 42
43 1 182 72 108 2 0 27 0 0 72 0 72 9 327.00 398.00 300.00 6.08 1 1 1 1 0 0 43
44 1 183 0 180 3 0 72 0 0 54 0 0 54 327.00 398.00 273.00 7.32 1 1 1 1 0 0 44
45 1 186 72 108 6 72 27 0 0 45 0 0 36 338.00 406.00 295.00 6.08 1 1 1 1 0 0 45
46 1 183 0 180 3 0 72 0 0 60 0 0 48 292.00 337.00 159.00 3.91 1 1 1 1 0 0 46
47 1 184 0 180 4 0 48 0 0 84 0 0 48 292.00 337.00 159.00 3.91 1 1 1 1 0 0 47
48 1 187 81 99 7 0 27 0 81 36 0 0 36 338.00 406.00 268.00 6.80 1 1 1 1 0 0 48
49 1 175 0 170 5 0 51 0 0 85 0 0 34 233.00 308.00 116.00 6.19 1 1 1 1 0 0 49
