#products 210
1 0 32 213.00 317.00 135.00 5.87 1 1 1 1 0 0 1
2 1 64 213.00 317.00 135.00 5.87 1 1 1 1 0 0 2
3 2 48 213.00 317.00 135.00 5.87 1 1 1 1 0 0 3
4 0 36 286.00 316.00 167.00 5.93 1 1 1 1 0 0 4
5 1 36 286.00 316.00 167.00 5.93 1 1 1 1 0 0 5
6 2 60 286.00 316.00 167.00 5.93 1 1 1 1 0 0 6
7 0 560 146.00 198.00 184.00 3.08 1 1 1 1 0 0 7
8 1 320 146.00 198.00 184.00 3.08 1 1 1 1 0 0 8
9 2 520 146.00 198.00 184.00 3.08 1 1 1 1 0 0 9
10 0 26 191.00 254.00 191.00 5.35 1 1 1 1 0 0 10
11 1 104 191.00 254.00 191.00 5.35 1 1 1 1 0 0 11
12 2 52 191.00 254.00 191.00 5.35 1 1 1 1 0 0 12
13 0 104 180.00 241.00 186.00 5.08 1 1 1 1 0 0 13
14 1 130 180.00 241.00 186.00 5.08 1 1 1 1 0 0 14
15 2 130 180.00 241.00 186.00 5.08 1 1 1 1 0 0 15
16 0 200 146.00 198.00 184.00 3.08 1 1 1 1 0 0 16
17 2 80 146.00 198.00 184.00 3.08 1 1 1 1 0 0 17
18 0 34 235.00 311.00 159.00 7.21 1 1 1 1 0 0 18
19 1 51 235.00 311.00 159.00 7.21 1 1 1 1 0 0 19
20 2 51 235.00 311.00 159.00 7.21 1 1 1 1 0 0 20
21 0 288 213.00 316.00 135.00 5.87 1 1 1 1 0 0 21
22 1 176 213.00 316.00 135.00 5.87 1 1 1 1 0 0 22
23 2 256 213.00 316.00 135.00 5.87 1 1 1 1 0 0 23
24 0 85 235.00 311.00 159.00 7.21 1 1 1 1 0 0 24
25 1 68 235.00 311.00 159.00 7.21 1 1 1 1 0 0 25
26 2 119 235.00 311.00 159.00 7.21 1 1 1 1 0 0 26
27 0 120 146.00 198.00 184.00 3.08 1 1 1 1 0 0 27
28 1 40 146.00 198.00 184.00 3.08 1 1 1 1 0 0 28
