#products 398
1 0 60 398.00 459.00 157.00 4.33 1 1 1 1 0 0 1
2 1 54 398.00 459.00 157.00 4.33 1 1 1 1 0 0 2
3 2 78 398.00 459.00 157.00 4.33 1 1 1 1 0 0 3
4 0 147 338.00 487.00 157.00 4.08 1 1 1 1 0 0 4
5 1 126 338.00 487.00 157.00 4.08 1 1 1 1 0 0 5
6 2 140 338.00 487.00 157.00 4.08 1 1 1 1 0 0 6
7 0 228 292.00 337.00 159.00 3.82 1 1 1 1 0 0 7
8 1 144 292.00 337.00 159.00 3.82 1 1 1 1 0 0 8
9 2 204 292.00 337.00 159.00 3.82 1 1 1 1 0 0 9
10 0 198 279.00 419.00 191.00 18.51 1 1 1 1 0 0 10
11 1 162 279.00 419.00 191.00 18.51 1 1 1 1 0 0 11
12 2 270 279.00 419.00 191.00 18.51 1 1 1 1 0 0 12
13 0 117 327.00 398.00 300.00 5.71 1 1 1 1 0 0 13
14 1 108 327.00 398.00 300.00 5.71 1 1 1 1 0 0 14
15 2 135 327.00 398.00 300.00 5.71 1 1 1 1 0 0 15
16 0 187 233.00 308.00 116.00 6.19 1 1 1 1 0 0 16
17 1 68 233.00 308.00 116.00 6.19 1 1 1 1 0 0 17
18 2 255 233.00 308.00 116.00 6.19 1 1 1 1 0 0 18
19 0 84 400.00 495.00 343.00 10.25 1 1 1 1 0 0 19
20 1 150 400.00 495.00 343.00 10.25 1 1 1 1 0 0 20
21 2 90 400.00 495.00 343.00 10.25 1 1 1 1 0 0 21
22 0 136 140.00 244.00 210.00 0.95 1 1 1 1 0 0 22
23 1 136 140.00 244.00 210.00 0.95 1 1 1 1 0 0 23
24 2 136 140.00 244.00 210.00 0.95 1 1 1 1 0 0 24
25 0 112 254.00 298.00 155.00 2.07 1 1 1 1 0 0 25
26 1 128 254.00 298.00 155.00 2.07 1 1 1 1 0 0 26
27 2 144 254.00 298.00 155.00 2.07 1 1 1 1 0 0 27
28 0 68 233.00 308.00 116.00 6.19 1 1 1 1 0 0 28
29 1 85 233.00 308.00 116.00 6.19 1 1 1 1 0 0 29
30 2 187 233.00 308.00 116.00 6.19 1 1 1 1 0 0 30
31 0 85 233.00 308.00 116.00 6.19 1 1 1 1 0 0 31
32 1 68 233.00 308.00 116.00 6.19 1 1 1 1 0 0 32
33 2 187 233.00 308.00 116.00 6.19 1 1 1 1 0 0 33
34 0 54 338.00 406.00 210.00 3.63 1 1 1 1 0 0 34
35 1 108 338.00 406.00 210.00 3.63 1 1 1 1 0 0 35
36 2 162 338.00 406.00 210.00 3.63 1 1 1 1 0 0 36
37 0 60 292.00 397.00 155.00 2.74 1 1 1 1 0 0 37
38 1 150 292.00 397.00 155.00 2.74 1 1 1 1 0 0 38
39 2 110 292.00 397.00 155.00 2.74 1 1 1 1 0 0 39
40 0 126 211.00 279.00 86.00 3.56 1 1 1 1 0 0 40
41 1 126 211.00 279.00 86.00 3.56 1 1 1 1 0 0 41
42 2 42 211.00 279.00 86.00 3.56 1 1 1 1 0 0 42
43 0 54 327.00 398.00 273.00 6.99 1 1 1 1 0 0 43
44 1 126 327.00 398.00 273.00 6.99 1 1 1 1 0 0 44
45 2 108 327.00 398.00 273.00 6.99 1 1 1 1 0 0 45
46 0 112 338.00 487.00 157.00 5.09 1 1 1 1 0 0 46
47 1 112 338.00 487.00 157.00 5.09 1 1 1 1 0 0 47
48 2 56 338.00 487.00 157.00 5.09 1 1 1 1 0 0 48
49 0 96 267.00 356.00 116.00 7.59 1 1 1 1 0 0 49
50 1 60 267.00 356.00 116.00 7.59 1 1 1 1 0 0 50
51 2 108 267.00 356.00 116.00 7.59 1 1 1 1 0 0 51
52 0 72 267.00 356.00 116.00 7.53 1 1 1 1 0 0 52
53 1 72 267.00 356.00 116.00 7.53 1 1 1 1 0 0 53
54 2 120 267.00 356.00 116.00 7.53 1 1 1 1 0 0 54
55 0 80 254.00 298.00 155.00 2.07 1 1 1 1 0 0 55
56 1 96 254.00 298.00 155.00 2.07 1 1 1 1 0 0 56
57 2 80 254.00 298.00 155.00 2.07 1 1 1 1 0 0 57
58 0 72 327.00 398.00 273.00 5.44 1 1 1 1 0 0 58
59 1 72 327.00 398.00 273.00 5.44 1 1 1 1 0 0 59
60 2 108 327.00 398.00 273.00 5.44 1 1 1 1 0 0 60
61 0 96 245.00 305.00 226.00 3.84 1 1 1 1 0 0 61
62 1 80 245.00 305.00 226.00 3.84 1 1 1 1 0 0 62
63 2 64 245.00 305.00 226.00 3.84 1 1 1 1 0 0 63
64 0 90 292.00 397.00 155.00 2.74 1 1 1 1 0 0 64
65 1 70 292.00 397.00 155.00 2.74 1 1 1 1 0 0 65
66 2 80 292.00 397.00 155.00 2.74 1 1 1 1 0 0 66
67 0 80 254.00 295.00 165.00 3.45 1 1 1 1 0 0 67
68 1 112 254.00 295.00 165.00 3.45 1 1 1 1 0 0 68
69 2 32 254.00 295.00 165.00 3.45 1 1 1 1 0 0 69
70 0 90 327.00 398.00 273.00 6.28 1 1 1 1 0 0 70
71 1 63 327.00 398.00 273.00 6.28 1 1 1 1 0 0 71
72 2 63 327.00 398.00 273.00 6.28 1 1 1 1 0 0 72
73 0 66 400.00 495.00 318.00 7.17 1 1 1 1 0 0 73
74 1 60 400.00 495.00 318.00 7.17 1 1 1 1 0 0 74
75 2 90 400.00 495.00 318.00 7.17 1 1 1 1 0 0 75
76 0 90 327.00 398.00 273.00 7.17 1 1 1 1 0 0 76
77 1 45 327.00 398.00 273.00 7.17 1 1 1 1 0 0 77
78 2 81 327.00 398.00 273.00 7.17 1 1 1 1 0 0 78
79 0 84 284.00 333.00 178.00 2.66 1 1 1 1 0 0 79
80 1 48 284.00 333.00 178.00 2.66 1 1 1 1 0 0 80
81 2 84 284.00 333.00 178.00 2.66 1 1 1 1 0 0 81
82 0 63 338.00 406.00 210.00 3.63 1 1 1 1 0 0 82
83 1 81 338.00 406.00 210.00 3.63 1 1 1 1 0 0 83
84 2 72 338.00 406.00 210.00 3.63 1 1 1 1 0 0 84
85 0 63 338.00 406.00 210.00 3.63 1 1 1 1 0 0 85
86 1 90 338.00 406.00 210.00 3.63 1 1 1 1 0 0 86
87 2 63 338.00 406.00 210.00 3.63 1 1 1 1 0 0 87
88 0 102 140.00 244.00 210.00 0.98 1 1 1 1 0 0 88
89 1 34 140.00 244.00 210.00 0.98 1 1 1 1 0 0 89
90 2 68 140.00 244.00 210.00 0.98 1 1 1 1 0 0 90
91 0 100 208.00 279.00 114.00 4.15 1 1 1 1 0 0 91
92 1 100 208.00 279.00 114.00 4.15 1 1 1 1 0 0 92
93 0 60 281.00 371.00 230.00 3.77 1 1 1 1 0 0 93
94 1 80 281.00 371.00 230.00 3.77 1 1 1 1 0 0 94
95 2 60 281.00 371.00 230.00 3.77 1 1 1 1 0 0 95
96 0 64 254.00 295.00 165.00 3.14 1 1 1 1 0 0 96
97 1 48 254.00 295.00 165.00 3.14 1 1 1 1 0 0 97
98 2 80 254.00 295.00 165.00 3.14 1 1 1 1 0 0 98
99 0 80 251.00 305.00 200.00 2.99 1 1 1 1 0 0 99
100 1 32 251.00 305.00 200.00 2.99 1 1 1 1 0 0 100
101 2 80 251.00 305.00 200.00 2.99 1 1 1 1 0 0 101
102 0 64 251.00 305.00 200.00 2.99 1 1 1 1 0 0 102
103 1 48 251.00 305.00 200.00 2.99 1 1 1 1 0 0 103
104 2 80 251.00 305.00 200.00 2.99 1 1 1 1 0 0 104
105 0 80 251.00 305.00 200.00 2.99 1 1 1 1 0 0 105
106 1 64 251.00 305.00 200.00 2.99 1 1 1 1 0 0 106
107 2 48 251.00 305.00 200.00 2.99 1 1 1 1 0 0 107
108 0 96 292.00 337.00 159.00 4.08 1 1 1 1 0 0 108
109 1 36 292.00 337.00 159.00 4.08 1 1 1 1 0 0 109
110 2 60 292.00 337.00 159.00 4.08 1 1 1 1 0 0 110
111 0 48 292.00 337.00 159.00 3.88 1 1 1 1 0 0 111
112 1 108 292.00 337.00 159.00 3.88 1 1 1 1 0 0 112
113 2 36 292.00 337.00 159.00 3.88 1 1 1 1 0 0 113
114 0 48 292.00 337.00 159.00 3.88 1 1 1 1 0 0 114
115 1 96 292.00 337.00 159.00 3.88 1 1 1 1 0 0 115
116 2 48 292.00 337.00 159.00 3.88 1 1 1 1 0 0 116
117 0 80 254.00 295.00 165.00 3.45 1 1 1 1 0 0 117
118 1 32 254.00 295.00 165.00 3.45 1 1 1 1 0 0 118
119 2 80 254.00 295.00 165.00 3.45 1 1 1 1 0 0 119
120 0 96 305.00 467.00 152.00 16.56 1 1 1 1 0 0 120
121 1 56 305.00 467.00 152.00 16.56 1 1 1 1 0 0 121
122 2 40 305.00 467.00 152.00 16.56 1 1 1 1 0 0 122
123 0 63 332.00 398.00 273.00 5.17 1 1 1 1 0 0 123
