#products 130
1 0 108 254.00 384.00 136.00 6.00 1 1 1 1 0 0 1
2 1 108 254.00 384.00 136.00 6.00 1 1 1 1 0 0 2
3 2 120 254.00 384.00 136.00 6.00 1 1 1 1 0 0 3
4 0 176 203.00 270.00 95.00 2.27 1 1 1 1 0 0 4
5 1 88 203.00 270.00 95.00 2.27 1 1 1 1 0 0 5
6 2 176 203.00 270.00 95.00 2.27 1 1 1 1 0 0 6
7 0 720 298.00 398.00 73.00 2.09 1 1 1 1 0 0 7
8 1 570 298.00 398.00 73.00 2.09 1 1 1 1 0 0 8
9 2 810 298.00 398.00 73.00 2.09 1 1 1 1 0 0 9
10 0 68 235.00 311.00 144.00 6.35 1 1 1 1 0 0 10
11 1 17 235.00 311.00 144.00 6.35 1 1 1 1 0 0 11
12 2 68 235.00 311.00 144.00 6.35 1 1 1 1 0 0 12
13 0 136 235.00 311.00 93.00 4.08 1 1 1 1 0 0 13
14 1 153 235.00 311.00 93.00 4.08 1 1 1 1 0 0 14
15 2 153 235.00 311.00 93.00 4.08 1 1 1 1 0 0 15
16 0 408 227.00 305.00 143.00 6.35 1 1 1 1 0 0 16
17 1 561 227.00 305.00 143.00 6.35 1 1 1 1 0 0 17
18 2 561 227.00 305.00 143.00 6.35 1 1 1 1 0 0 18
19 0 204 227.00 305.00 143.00 6.35 1 1 1 1 0 0 19
20 1 374 227.00 305.00 143.00 6.35 1 1 1 1 0 0 20
21 2 646 227.00 305.00 143.00 6.35 1 1 1 1 0 0 21
22 0 136 235.00 311.00 93.00 4.08 1 1 1 1 0 0 22
23 1 204 235.00 311.00 93.00 4.08 1 1 1 1 0 0 23
24 2 102 235.00 311.00 93.00 4.08 1 1 1 1 0 0 24
25 0 156 191.00 254.00 191.00 5.14 1 1 1 1 0 0 25
26 1 364 191.00 254.00 191.00 5.14 1 1 1 1 0 0 26
27 2 208 191.00 254.00 191.00 5.14 1 1 1 1 0 0 27
28 0 130 180.00 241.00 167.00 4.63 1 1 1 1 0 0 28
29 1 260 180.00 241.00 167.00 4.63 1 1 1 1 0 0 29
30 2 234 180.00 241.00 167.00 4.63 1 1 1 1 0 0 30
31 0 208 191.00 254.00 191.00 5.35 1 1 1 1 0 0 31
32 1 234 191.00 254.00 191.00 5.35 1 1 1 1 0 0 32
33 2 104 191.00 254.00 191.00 5.35 1 1 1 1 0 0 33
34 0 234 203.00 333.00 186.00 6.10 1 1 1 1 0 0 34
35 1 108 203.00 333.00 186.00 6.10 1 1 1 1 0 0 35
36 2 162 203.00 333.00 186.00 6.10 1 1 1 1 0 0 36
37 0 96 254.00 384.00 136.00 6.00 1 1 1 1 0 0 37
38 1 84 254.00 384.00 136.00 6.00 1 1 1 1 0 0 38
39 2 156 254.00 384.00 136.00 6.00 1 1 1 1 0 0 39
40 0 187 235.00 311.00 144.00 6.35 1 1 1 1 0 0 40
41 1 204 235.00 311.00 144.00 6.35 1 1 1 1 0 0 41
42 2 221 235.00 311.00 144.00 6.35 1 1 1 1 0 0 42
43 0 26 180.00 241.00 167.00 4.63 1 1 1 1 0 0 43
44 1 52 180.00 241.00 167.00 4.63 1 1 1 1 0 0 44
45 2 130 180.00 241.00 167.00 4.63 1 1 1 1 0 0 45
46 0 357 235.00 311.00 93.00 4.08 1 1 1 1 0 0 46
47 1 340 235.00 311.00 93.00 4.08 1 1 1 1 0 0 47
48 2 187 235.00 311.00 93.00 4.08 1 1 1 1 0 0 48
49 0 255 227.00 305.00 143.00 6.35 1 1 1 1 0 0 49
50 1 187 227.00 305.00 143.00 6.35 1 1 1 1 0 0 50
51 2 323 227.00 305.00 143.00 6.35 1 1 1 1 0 0 51
52 0 90 203.00 333.00 186.00 5.38 1 1 1 1 0 0 52
53 1 108 203.00 333.00 186.00 5.38 1 1 1 1 0 0 53
54 2 54 203.00 333.00 186.00 5.38 1 1 1 1 0 0 54
55 0 300 254.00 384.00 136.00 6.00 1 1 1 1 0 0 55
56 1 216 254.00 384.00 136.00 6.00 1 1 1 1 0 0 56
57 2 324 254.00 384.00 136.00 6.00 1 1 1 1 0 0 57
58 0 156 241.00 359.00 87.00 4.71 1 1 1 1 0 0 58
59 1 182 241.00 359.00 87.00 4.71 1 1 1 1 0 0 59
60 2 78 241.00 359.00 87.00 4.71 1 1 1 1 0 0 60
61 0 714 227.00 305.00 143.00 6.35 1 1 1 1 0 0 61
62 1 680 227.00 305.00 143.00 6.35 1 1 1 1 0 0 62
63 2 595 227.00 305.00 143.00 6.35 1 1 1 1 0 0 63
64 0 221 227.00 305.00 143.00 6.35 1 1 1 1 0 0 64
65 1 119 227.00 305.00 143.00 6.35 1 1 1 1 0 0 65
66 2 119 227.00 305.00 143.00 6.35 1 1 1 1 0 0 66
67 0 176 203.00 270.00 95.00 2.27 1 1 1 1 0 0 67
68 1 154 203.00 270.00 95.00 2.27 1 1 1 1 0 0 68
69 2 110 203.00 270.00 95.00 2.27 1 1 1 1 0 0 69
70 0 88 203.00 270.00 95.00 2.27 1 1 1 1 0 0 70
71 1 220 203.00 270.00 95.00 2.27 1 1 1 1 0 0 71
72 2 132 203.00 270.00 95.00 2.27 1 1 1 1 0 0 72
73 0 34 235.00 311.00 144.00 6.35 1 1 1 1 0 0 73
74 1 34 235.00 311.00 144.00 6.35 1 1 1 1 0 0 74
75 2 85 235.00 311.00 144.00 6.35 1 1 1 1 0 0 75
76 0 54 203.00 333.00 186.00 6.10 1 1 1 1 0 0 76
77 1 18 203.00 333.00 186.00 6.10 1 1 1 1 0 0 77
78 2 54 203.00 333.00 186.00 6.10 1 1 1 1 0 0 78
79 0 18 203.00 333.00 186.00 6.10 1 1 1 1 0 0 79
80 1 72 203.00 333.00 186.00 6.10 1 1 1 1 0 0 80
81 2 36 203.00 333.00 186.00 6.10 1 1 1 1 0 0 81
82 0 156 241.00 359.00 87.00 4.74 1 1 1 1 0 0 82
83 1 130 241.00 359.00 87.00 4.74 1 1 1 1 0 0 83
84 2 130 241.00 359.00 87.00 4.74 1 1 1 1 0 0 84
85 0 1070 298.00 398.00 73.00 2.09 1 1 1 1 0 0 85
